StudentID,TrialID,Label,EEG_PC1,EEG_PC2,EEG_PC3,EEG_PC4,EEG_PC5,EEG_PC6,EEG_PC7,GSR_PC1,GSR_PC2,GSR_PC3,GSR_PC4,EYE_PC1,EYE_PC2,EYE_PC3,IVT_PC1,IVT_PC2,IVT_PC3,IVT_PC4,IVT_PC5,IVT_PC6,TIVA_PC1,TIVA_PC2,TIVA_PC3,TIVA_PC4,TIVA_PC5
1,1spl1,1,-2.524631683147847,-0.3800961944340279,0.6142472438938692,0.1722369625205448,-0.14522391905450166,0.2589414846620374,0.40801653287459844,8.616321750263946,2.9915252093608293,2.841704523880868,2.704570156044874,-0.5596845954509388,0.8536310373176276,1.4277745165128184,5.977784555788997,2.313062658740363,10.823941857831562,2.422745559732608,0.6796956546795461,-0.2197946625284877,-1.1737341801750485,-0.19064169812240322,-0.39143424949792355,-0.09782608474908025,-0.028777160364880768
1,1spl2,1,0.5925226287487043,1.6267626860244904,0.512407162422594,-0.6344916477024635,-0.0193635099168935,0.18460883219661206,0.012106159586614021,0.9268786608388652,-0.2927123974594655,-2.94886440993328,1.701877896531044,-0.36958688713425975,0.18089421242994314,-0.21924077329522226,0.597014527390035,-1.1794990803692629,-0.22915727854374768,-0.4502206220050768,0.4153190962218428,-0.5611254709855432,-1.1798660947754456,-0.19108300840351378,-0.28673481373098886,-0.09107933485619653,-0.05774320569013259
1,1Item1,1,0.9904693013584918,1.3328317535770886,0.12350610269690614,-1.2731404565612903,-0.10785916977903956,-0.5952711901172901,0.27640292042835274,0.9193380299588598,-0.6620549812283837,-1.5457424715672925,0.47023081205729633,-0.030845516999520532,-0.4016143397870233,0.20217625214201976,0.8889385601579632,-0.711571492129697,1.890558569424422,0.0548445936666899,0.4516739538003709,0.2194259004675156,-1.1809671227568015,-0.1920999318283061,-0.10788468365616413,-0.08000921797747394,-0.08696047503497448
1,1Item2,1,0.3176304458155269,0.5190041752403366,-0.5102239942493064,-0.837623573539075,0.2582515280736423,-0.5622736271978004,0.16845903100858592,2.9865876062318084,0.6160110231798746,-1.1984641718803686,1.8547607911589419,-0.8408650010721261,1.3321438551203757,0.7353844665226639,0.3666491773890951,0.13510719374225688,1.7340249446089817,-0.030801861974741343,0.7567066331582644,0.26464213554867017,-1.1963620728153537,-0.19328217500879283,0.1593848949234923,-0.06259088171595645,-0.16603272918218476
1,1Item3,1,-0.2278600983644578,0.12948410144049433,-0.5472529275621109,-0.24749904734379394,0.10630422352065946,0.10523180881101897,0.4101220281437012,0.6731206427996628,0.2701299561335973,-2.035926686389292,0.7109183336082366,0.23390978930272538,0.006256837470538355,-0.47152860394850327,0.06362553708843934,-0.01889026864975108,0.017254250499920173,-0.5626515670158181,0.5115373312720755,-0.294666796282853,-1.2015848765379156,-0.19398471165975703,0.30553308638574056,-0.05327367774959143,-0.20105617403662382
1,1Item4,1,-0.04899486279178834,0.38702741373178523,-0.4554887209255579,-0.6057465741063534,-0.04612004632124706,0.09656413213073815,0.30263051373232924,2.5025106855751775,0.44922274426331477,0.4098711058129105,-0.11005747266947986,-0.4040482155311789,0.8481305819812172,0.3843973986529936,0.7469353767567815,0.0919804720470772,0.3913008274642084,-0.16004218233619175,0.18596066317153626,-0.27177404900470314,-1.197413644615561,-0.19338141017613067,0.16162281392965772,-0.0623797407748546,-0.1697119662137134
1,1Item5,1,0.0800086096323685,0.08663686829936529,-0.6297645251649496,-0.32117043797339323,0.262563065990973,-0.530712659594789,0.23765884861228156,1.459767650631833,0.5924108999970281,-1.6157530827061637,0.9493848236026812,-0.5609213657279742,0.7301199358385689,-0.9433222513426033,1.5973104573753216,0.18717323276828815,0.35299897959428134,-0.6678625600302368,0.43573242420248026,-0.5073726023971115,-1.1972534904418353,-0.1934118301780714,0.1553765770598656,-0.06278286600522001,-0.16831900915749712
1,1Item6,1,0.09281218573699707,0.20390339951263062,-0.7539724842673774,-0.47523912092865866,0.280787482281216,-0.009961974937225095,0.497892527114554,0.3525764304003645,-0.6837851798212305,-1.4851693889830648,0.14072273947711986,-0.5910464507186485,1.2733474821635336,0.04554544919672024,0.23135442775532092,-0.76213558856682,0.4785821908287031,-0.023138255176336227,0.7633145563764845,0.09162648847548567,-1.1987977960789582,-0.19366808870323618,0.19926986059574212,-0.05997241577199477,-0.17895188924775704
1,1Item7,1,-0.5860116700720305,-0.6757721527092873,-0.9148578234653333,-0.06498266303604557,0.04482042066964889,-0.32291479672898904,0.40216074344075387,4.616130986809321,0.8903784574913269,1.481073131963267,0.7590808792927315,0.013508816669132962,0.3876552265684604,-0.14243253786393098,1.8238834991768536,-0.9436657151933604,0.7073275264605118,0.31587243828778666,0.8219057884550007,-0.6311918304357523,-1.2035383080332984,-0.19425115766599782,0.31885888419747366,-0.052305557010783314,-0.2089190854458899
1,1Item8,0,0.5222894499609709,1.3520006391971928,0.10148483482695277,-1.4424020908488189,0.16455552049931205,-0.9650103849768458,0.1681387990696884,1.3477252902250136,0.01418152883337775,-1.2822225079271707,0.5839905564200685,0.00358265223688341,0.033491579439791884,-0.4807831372264208,2.040133491764946,-0.39884655758983584,1.5672187807832163,0.020683440251056343,0.18607086601867043,0.018143005100732024,-1.2012749970780388,-0.194040864425002,0.26288295182880994,-0.05590580956372237,-0.19484045565695954
