PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,StudentID,TrialID,Label
-4.671998889824283,-3.4706477607814468,0.8398861936981781,1.27376228211303,-3.658484700532788,0.7361438846303947,-1.1382416082366933,6.858606020630768,9.808945942641934,1.2325318381058847,5.696963197475639,2.8083319997114593,-4.161122286362252,1.4837811172864408,-2.246663618479352,-1.952467996023754,-1.0971129937287842,2.460133390490439,-0.7567597512075044,1.3559942773727294,1.4350036211137103,1,1spl1,1
-0.3622199239796469,-0.19684795966916382,0.2988793273936747,2.159303673955014,-0.8108704664374431,-0.21966405654196994,1.067206088454128,-0.3124986502193835,0.34587590599102797,-0.46645719454192586,-1.5695710235075622,-0.37432197582966226,1.4105745687081548,0.643816151470579,-2.52026843695929,0.46827681151206063,-0.6728967822561359,1.0202849236952052,0.4897057824061525,0.26058701552840313,-0.16447843826610467,1,1spl2,1
-0.5633842376469239,0.04860194603066403,0.13744787236748704,2.3322349917378653,-0.8036145361336575,-0.25784274835423615,1.0016477541391458,0.15751387718561868,1.1175218885370912,-1.4392031684598754,0.27591871153124575,0.22533442178533827,0.033196553367502796,0.8075436971521833,-1.576852013918054,-0.040263433032042766,-0.8270825529652517,0.33247696205458427,-0.26862493223447825,0.292492883093299,-0.19239808988537302,1,1Item1,1
-0.12873409796873908,-0.3370794368252826,0.23264588828206362,2.166521379427251,-1.7125263058774503,0.03471596186652817,-0.7580078017737182,2.0914119185237623,2.080275535552156,-0.27945017389407695,-0.3032027368477976,-0.1875912161581045,0.045869632621760976,0.9187427527016682,-1.121336710733502,0.24136537911397443,-0.49004759646865087,1.689272881501439,0.5167738485378611,1.1803802098287066,-0.03321704537808302,1,1Item2,1
0.32290638762668356,-0.7076375832309446,0.30860342471413216,1.1408200804708664,0.04721228486249893,-0.24696752454356907,-0.8005254744055086,0.09479772632875609,0.08091487445047418,-0.16021109427926772,-0.6082588055963438,-0.4908892724792217,0.7626884599204603,0.8270913115520765,-1.6771888039245488,0.09666465945260647,-0.6111880410222057,0.22364602727191848,0.40468508095767786,0.20154632100659248,-0.1387727592065364,1,1Item3,1
-0.3234902806188614,-0.7253549520627232,0.2022673250802853,1.60339194930408,-0.8472988566446163,0.11788633865752819,-0.875140659326573,0.9204477588232265,1.9948787746945327,0.22772512747206028,-0.2788308904390078,-0.3888015538963552,-0.022343036208302858,-0.1062921933984696,0.2418336803814759,-0.17837156791717487,0.34743131817767176,0.18986716582419383,-0.415355561853406,0.5196601651321693,0.06692555203685696,1,1Item4,1
-1.2741562054169264,-0.9272427949638934,0.8752112128172208,1.6029327149606103,-0.3494236591990021,-0.13804428981965156,-1.220654041575812,0.9526651210239454,0.4479652185719947,0.06351527841929565,-0.5575031832388545,-0.5605579594759743,0.7076732626613449,0.2949904100109394,-1.697677841081273,-0.25533018660503903,-0.09666045309118566,0.45883252397790686,0.5669840408864599,0.6916756201681746,0.19835071209513694,1,1Item5,1
0.09611049117650718,-0.5488188195041567,-0.7843963796604965,1.789929028587814,-0.7843222843640395,-0.3996002310470635,-0.017071557987319387,0.6124485582542902,-0.4529933898236924,-0.5311812481093586,-0.5457724537608699,-0.09075449226516491,0.5310328285644937,0.8792595824668588,-0.780304502130831,-0.16546961489134876,-0.08398335461000551,0.0851337881998878,-0.038942202632884025,1.009929356301843,-0.0810393496652016,1,1Item6,1
-1.1639805084547634,-1.025657031930663,-1.2042441244570856,1.779526664084753,-0.7225999822901615,0.2051634615918983,-1.5119261984221448,0.9288826654393446,4.055453062337638,1.6592753369157216,0.5878548181104777,-0.7896985444961443,-0.2952163303718605,-0.4614207921830536,-0.444806750345327,-0.7894578111748952,0.6582052484794503,0.49928332033700573,0.3022839057557442,1.1485931501973496,0.207917050984284,1,1Item7,1
-1.4562794695313364,-0.6405950869155244,0.930445900714311,2.159109591823672,-0.7989141634392561,-0.17828713971435098,0.4053735527870094,0.1992397928574013,1.4627783427539292,-1.1838770076231067,0.19479859105147088,-0.17048995575506246,0.16983758159143397,0.5771935350922763,-1.6529776470213395,-0.4711029057436907,-0.22353979315842712,0.4179107902044229,-0.05335507001189691,0.5915827652253731,0.40664491575157913,1,1Item8,0
